"cardmarketId","name","collectorNumber","rarity","expansion","expansionCode","scryfallId","tcgplayerId"
604951,"Amulet of Ice (Cold Foil)","064","Promo","LGS Promos","LGS",,
604210,"Amulet of Ice (Normal)","ELE172","Common","Tales of Aria - First","ELE-F",,
604665,"Amulet of Ice (Normal)","ELE172","Common","Tales of Aria - Unlimited","ELE-U",,
604211,"Amulet of Ice (Rainbow Foil)","ELE172","Common","Tales of Aria - First","ELE-F",,
604666,"Amulet of Ice (Rainbow Foil)","ELE172","Common","Tales of Aria - Unlimited","ELE-U",,
605255,"Amulet of Ice (Regular)","018","Common","Tales of Aria - Oldhim Blitz Deck","OLD",,
700153,"Amulet of Ice (Regular)","124","Common","History Pack 2 - Black Label","2HP-BL",,
800831,"Amulet of Ice (Regular)","026","Common","Armory Deck Origins: Jarl Vetreidi","AJV",,
608074,"Amulet of Ignition (Cold Foil)","179","Rare","Everfest - First","EVR-F",,
608073,"Amulet of Ignition (Regular)","179","Rare","Everfest - First","EVR-F",,
700709,"Amulet of Ignition (Regular)","500","Rare","History Pack 2 - Black Label","2HP-BL",,
608076,"Amulet of Intervention (Cold Foil)","180","Rare","Everfest - First","EVR-F",,
608075,"Amulet of Intervention (Regular)","180","Rare","Everfest - First","EVR-F",,
700712,"Amulet of Intervention (Regular)","501","Rare","History Pack 2 - Black Label","2HP-BL",,
605290,"Amulet of Lightning","021","Common","Tales of Aria - Lexi Blitz Deck","LXI",,
604952,"Amulet of Lightning (Cold Foil)","065","Promo","LGS Promos","LGS",,
604267,"Amulet of Lightning (Normal)","ELE201","Common","Tales of Aria - First","ELE-F",,
604722,"Amulet of Lightning (Normal)","ELE201","Common","Tales of Aria - Unlimited","ELE-U",,
604268,"Amulet of Lightning (Rainbow Foil)","ELE201","Common","Tales of Aria - First","ELE-F",,
604723,"Amulet of Lightning (Rainbow Foil)","ELE201","Common","Tales of Aria - Unlimited","ELE-U",,
700173,"Amulet of Lightning (Regular)","144","Common","History Pack 2 - Black Label","2HP-BL",,
608078,"Amulet of Oblation (Cold Foil)","181","Rare","Everfest - First","EVR-F",,
608077,"Amulet of Oblation (Regular)","181","Rare","Everfest - First","EVR-F",,
700713,"Amulet of Oblation (Regular)","502","Rare","History Pack 2 - Black Label","2HP-BL",,
807157,"Anaphylactic Shock (Extended Art Rainbow Foil)","016","Majestic","The Hunted","HNT",,
806680,"Anaphylactic Shock (Rainbow Foil)","016","Majestic","The Hunted","HNT",,
806679,"Anaphylactic Shock (Regular)","016","Majestic","The Hunted","HNT",,
600164,"Ancestral Empowerment (Normal)","WTR082-M","Majestic","Welcome to Rathe - Alpha","WTR-A",,
600715,"Ancestral Empowerment (Normal)","WTR082","Majestic","Welcome to Rathe - Unlimited","WTR-U",,
600163,"Ancestral Empowerment (Rainbow Foil)","WTR082-M","Majestic","Welcome to Rathe - Alpha","WTR-A",,
600714,"Ancestral Empowerment (Rainbow Foil)","WTR082","Majestic","Welcome to Rathe - Unlimited","WTR-U",,
654891,"Ancestral Empowerment (Regular)","103","Majestic","History Pack 1","1HP",,
666860,"Ancestral Empowerment (Regular)","103","Majestic","History Pack 1 - Black Label","1HP-BL",,
800251,"Ancestral Empowerment (Regular)","077","Majestic","Archive Pack - Part the Mistveil","MAP",,
752196,"Ancestral Harmony (Rainbow Foil)","247","Majestic","Heavy Hitters","HVY",,
752195,"Ancestral Harmony (Regular)","247","Majestic","Heavy Hitters","HVY",,
849845,"Angelic Attendant (Extended Art Cold Foil)","265","Majestic","Super Slam","SUP",,
849794,"Angelic Attendant (Regular)","265","Majestic","Super Slam","SUP",,
721001,"Angelic Descent (Blue) (Rainbow Foil)","034","Common","Dusk till Dawn","DTD",,
721002,"Angelic Descent (Blue) (Regular)","034","Common","Dusk till Dawn","DTD",,
720997,"Angelic Descent (Red) (Rainbow Foil)","032","Common","Dusk till Dawn","DTD",,
720998,"Angelic Descent (Red) (Regular)","032","Common","Dusk till Dawn","DTD",,
721000,"Angelic Descent (Yellow) (Rainbow Foil)","033","Common","Dusk till Dawn","DTD",,
720999,"Angelic Descent (Yellow) (Regular)","033","Common","Dusk till Dawn","DTD",,
719443,"Angelic Wrath (Blue) (Extended Art Rainbow Foil)","163","Promo","LGS Promos","LGS",,
721013,"Angelic Wrath (Blue) (Rainbow Foil)","037","Common","Dusk till Dawn","DTD",,
721007,"Angelic Wrath (Blue) (Regular)","037","Common","Dusk till Dawn","DTD",,
719440,"Angelic Wrath (Red) (Extended Art Rainbow Foil)","161","Promo","LGS Promos","LGS",,
721004,"Angelic Wrath (Red) (Rainbow Foil)","035","Common","Dusk till Dawn","DTD",,
721003,"Angelic Wrath (Red) (Regular)","035","Common","Dusk till Dawn","DTD",,
719441,"Angelic Wrath (Yellow) (Extended Art Rainbow Foil)","162","Promo","LGS Promos","LGS",,
721005,"Angelic Wrath (Yellow) (Rainbow Foil)","036","Common","Dusk till Dawn","DTD",,
721006,"Angelic Wrath (Yellow) (Regular)","036","Common","Dusk till Dawn","DTD",,
827370,"Angry Bones (Blue) (Rainbow Foil)","064","Common","High Seas","SEA",,
827369,"Angry Bones (Blue) (Regular)","064","Common","High Seas","SEA",,
827366,"Angry Bones (Red) (Rainbow Foil)","062","Common","High Seas","SEA",,
827365,"Angry Bones (Red) (Regular)","062","Common","High Seas","SEA",,
827368,"Angry Bones (Yellow) (Rainbow Foil)","063","Common","High Seas","SEA",,
827367,"Angry Bones (Yellow) (Regular)","063","Common","High Seas","SEA",,
828156,"Anka, Drag Under (Marvel)","262","Marvel","High Seas","SEA",,
828225,"Anka, Drag Under (Regular)","014","Majestic","Armory Deck: Gravy Bones","AGB",,
684845,"Annals of Sutcliffe (Cold Foil)","172","Rare","Dynasty","DYN",,
684846,"Annals of Sutcliffe (Rainbow Foil)","172","Rare","Dynasty","DYN",,
684844,"Annals of Sutcliffe (Regular)","172","Rare","Dynasty","DYN",,
840732,"Annexation of All Things Known (Extended Art Rainbow Foil)","029","Rare","Mastery Pack: Guardian","MPG",,
840730,"Annexation of All Things Known (Regular)","029","Rare","Mastery Pack: Guardian","MPG",,
840734,"Annexation of Grandeur (Extended Art Rainbow Foil)","030","Rare","Mastery Pack: Guardian","MPG",,
840733,"Annexation of Grandeur (Regular)","030","Rare","Mastery Pack: Guardian","MPG",,
840736,"Annexation of the Forge (Extended Art Rainbow Foil)","031","Rare","Mastery Pack: Guardian","MPG",,
840735,"Annexation of the Forge (Regular)","031","Rare","Mastery Pack: Guardian","MPG",,
682511,"Annihilate the Armed (Blue) (Rainbow Foil)","135","Common","Dynasty","DYN",,
682512,"Annihilate the Armed (Blue) (Regular)","135","Common","Dynasty","DYN",,
800200,"Annihilate the Armed (Blue) (Regular)","026","Common","Archive Pack - Part the Mistveil","MAP",,
812022,"Annihilate the Armed (Blue) (Regular)","019","Common","The Hunted - Arakni Blitz Deck","ARK",,
682508,"Annihilate the Armed (Red) (Rainbow Foil)","133","Common","Dynasty","DYN",,
682037,"Annihilate the Armed (Red) (Regular)","133","Common","Dynasty","DYN",,
800199,"Annihilate the Armed (Red) (Regular)","025","Common","Archive Pack - Part the Mistveil","MAP",,
812011,"Annihilate the Armed (Red) (Regular)","008","Common","The Hunted - Arakni Blitz Deck","ARK",,
682510,"Annihilate the Armed (Yellow) (Rainbow Foil)","134","Common","Dynasty","DYN",,
682509,"Annihilate the Armed (Yellow) (Regular)","134","Common","Dynasty","DYN",,
734376,"Annihilator Engine (Extended Art Rainbow Foil)","054","Majestic","Bright Lights","EVO",,
734375,"Annihilator Engine (Rainbow Foil)","054","Majestic","Bright Lights","EVO",,
734374,"Annihilator Engine (Regular)","054","Majestic","Bright Lights","EVO",,
653948,"Anothos (Cold Foil Golden)","061","Promo","FAB Promos","FAB",,
604889,"Anothos (Cold Foil)","002","Promo","LGS Promos","LGS",,
600477,"Anothos (Normal)","003","Common","Welcome to Rathe - Bravo, Showstopper Hero Deck","BVO",,
601852,"Anothos (Normal)","CRU023","Common","Crucible of War - First","CRU-F",,
602245,"Anothos (Rainbow Foil)","CRU023","Common","Crucible of War - Unlimited","CRU-U",,
655253,"Anothos (Regular)","045","Common","History Pack 1","1HP",,
667058,"Anothos (Regular)","045","Common","History Pack 1 - Black Label","1HP-BL",,
704560,"Anothos (Regular)","002","Common","History Pack 1 - Bravo Blitz Deck","1HB",,
804450,"Anothos (Regular)","059","Common","Archive Mastery Pack - Guardian","GAP",,
605457,"Anothos // Dorinthea Ironsong (Normal)","040/113","Token","Welcome to Rathe - Alpha","WTR-A",,
605548,"Anothos // Dorinthea Ironsong (Normal)","040/113","Token","Welcome to Rathe - Unlimited","WTR-U",,
666319,"Anothos // Harmonized Kodachi (Regular)","040/078","Token","Welcome to Rathe - Unlimited","WTR-U",,
666347,"Anothos // Harmonized Kodachi (Regular)","040/078","Token","Welcome to Rathe - Alpha","WTR-A",,
605455,"Anothos // Katsu (Normal)","040/077","Token","Welcome to Rathe - Alpha","WTR-A",,
605546,"Anothos // Katsu (Normal)","040/077","Token","Welcome to Rathe - Unlimited","WTR-U",,
605460,"Anothos // Quicken (Normal)","040/225","Token","Welcome to Rathe - Alpha","WTR-A",,
605551,"Anothos // Quicken (Normal)","040/225","Token","Welcome to Rathe - Unlimited","WTR-U",,
721479,"Anthem of Spring (Rainbow Foil)","196","Majestic","Dusk till Dawn","DTD",,
719667,"Anthem of Spring (Regular)","196","Majestic","Dusk till Dawn","DTD",,
766919,"Apex Bonebreaker (Cold Foil Golden)","179","Promo","FAB Promos","FAB",,
751232,"Apex Bonebreaker (Cold Foil)","008","Legendary","Heavy Hitters","HVY",,
751233,"Apex Bonebreaker (Rainbow Foil)","008","Legendary","Heavy Hitters","HVY",,
743270,"Apocalypse Automaton (Cold Foil)","175","Promo","FAB Promos","FAB",,
734188,"Apocalypse Automaton (Regular)","011","Majestic","Round the Table: TCC x LSS","TCC",,
768873,"Aqua Laps (Cold Foil)","070","Common","Part the Mistveil","MST",,
781923,"Aqua Laps (Rainbow Foil)","277","Promo","LGS Promos","LGS",,
768872,"Aqua Laps (Regular)","070","Common","Part the Mistveil","MST",,
768867,"Aqua Seeing Shell (Cold Foil)","067","Common","Part the Mistveil","MST",,
781920,"Aqua Seeing Shell (Rainbow Foil)","274","Promo","LGS Promos","LGS",,
768866,"Aqua Seeing Shell (Regular)","067","Common","Part the Mistveil","MST",,
772997,"Aqua Seeing Shell (Regular)","003","Common","Part the Mistveil - Nuu Blitz Deck","NUU",,
709253,"Arakni (Cold Foil)","073","Promo","Hero Promos","HER",,
807254,"Arakni (Marvel)","264","Marvel","The Hunted","HNT",,
684794,"Arakni (Rainbow Foil)","114","Rare","Dynasty","DYN",,
684793,"Arakni (Regular)","114","Rare","Dynasty","DYN",,
812002,"Arakni (Regular)","001","Rare","The Hunted - Arakni Blitz Deck","ARK",,
807234,"Arakni, Black Widow (Marvel)","003","Marvel","The Hunted","HNT",,
809635,"Arakni, Black Widow (Rainbow Foil)","376","Promo","LGS Promos","LGS",,
853962,"Arakni, Black Widow (Regular)","003","Token","The Hunted","HNT",,
807238,"Arakni, Funnel Web (Marvel)","004","Marvel","The Hunted","HNT",,
809636,"Arakni, Funnel Web (Rainbow Foil)","377","Promo","LGS Promos","LGS",,
853963,"Arakni, Funnel Web (Regular)","004","Token","The Hunted","HNT",,
689821,"Arakni, Huntsman (Cold Foil)","074","Promo","Hero Promos","HER",,
807253,"Arakni, Huntsman (Marvel)","263","Marvel","The Hunted","HNT",,
682478,"Arakni, Huntsman (Rainbow Foil)","113","Majestic","Dynasty","DYN",,
682031,"Arakni, Huntsman (Regular)","113","Majestic","Dynasty","DYN",,
812623,"Arakni, Marionette (Extended Art Rainbow Foil)","132","Promo","Hero Promos","HER",,
807225,"Arakni, Marionette (Marvel)","001","Marvel","The Hunted","HNT",,
808591,"Arakni, Marionette (Regular)","001","Majestic","The Hunted","HNT",,
807240,"Arakni, Orb-Weaver (Marvel)","005","Marvel","The Hunted","HNT",,
809637,"Arakni, Orb-Weaver (Rainbow Foil)","378","Promo","LGS Promos","LGS",,
853964,"Arakni, Orb-Weaver (Regular)","005","Token","The Hunted","HNT",,
807242,"Arakni, Redback (Marvel)","006","Marvel","The Hunted","HNT",,
809638,"Arakni, Redback (Rainbow Foil)","379","Promo","LGS Promos","LGS",,
853965,"Arakni, Redback (Regular)","006","Token","The Hunted","HNT",,
808047,"Arakni, Slipped Through The Cracks (Cold Foil)","130","Promo","Hero Promos","HER",,
807169,"Arakni, Slipped Through The Cracks (Marvel)","261","Marvel","The Hunted","HNT",,
808048,"Arakni, Slipped Through The Cracks (Rainbow Foil)","131","Promo","Hero Promos","HER",,
862610,"Arakni, Slipped Through The Cracks (Regular)","001","Majestic","Armory Deck: Arakni","AAC",,
727540,"Arakni, Solitary Confinement (Cold Foil)","079","Promo","Hero Promos","HER",,
807252,"Arakni, Solitary Confinement (Marvel)","262","Marvel","The Hunted","HNT",,
702011,"Arakni, Solitary Confinement (Rainbow Foil)","082","Promo","Hero Promos","HER",,
701959,"Arakni, Solitary Confinement (Regular)","003","Token","Outsiders","OUT",,
807244,"Arakni, Tarantula (Marvel)","007","Marvel","The Hunted","HNT",,
809639,"Arakni, Tarantula (Rainbow Foil)","380","Promo","LGS Promos","LGS",,
853966,"Arakni, Tarantula (Regular)","007","Token","The Hunted","HNT",,
807245,"Arakni, Trap-Door (Marvel)","008","Marvel","The Hunted","HNT",,
809640,"Arakni, Trap-Door (Rainbow Foil)","381","Promo","LGS Promos","LGS",,
853967,"Arakni, Trap-Door (Regular)","008","Token","The Hunted","HNT",,
807232,"Arakni, Web of Deceit (Marvel)","002","Marvel","The Hunted","HNT",,
812539,"Arakni, Web of Deceit (Rainbow Foil)","001","Rare","The Hunted - Arakni, Web of Deceit Blitz Deck","WOD",,
853961,"Arakni, Web of Deceit (Regular)","002","Token","The Hunted","HNT",,
722690,"Arc Light Sentinel (Cold Foil)","011","Promo","Judge Promos","JDG",,
602585,"Arc Light Sentinel (Normal)","MON005","Majestic","Monarch - First","MON-F",,
603177,"Arc Light Sentinel (Normal)","MON005","Majestic","Monarch - Unlimited","MON-U",,
602586,"Arc Light Sentinel (Rainbow Foil)","MON005","Majestic","Monarch - First","MON-F",,
603178,"Arc Light Sentinel (Rainbow Foil)","MON005","Majestic","Monarch - Unlimited","MON-U",,
700178,"Arc Light Sentinel (Regular)","149","Majestic","History Pack 2 - Black Label","2HP-BL",,
841967,"Arc Light Sentinel (Regular)","016","Majestic","Armory Deck Legends: Prism, Sculptor of Arc Light","APR",,
794135,"Arc Lightning (Extended Art Rainbow Foil)","267","Promo","FAB Promos","FAB",,
786970,"Arc Lightning (Rainbow Foil)","010","Majestic","Rosetta","ROS",,
786969,"Arc Lightning (Regular)","010","Majestic","Rosetta","ROS",,
814020,"Arc Lightning (Regular)","022","Majestic","Armory Deck: Aurora","AST",,
827709,"Arcane Compliance (Rainbow Foil)","261","Majestic","High Seas","SEA",,
827708,"Arcane Compliance (Regular)","261","Majestic","High Seas","SEA",,
810802,"Arcane Cussing (Blue) (Extended Art Regular)","024","Common","Rosetta - Florian Blitz Deck","FLR",,
787228,"Arcane Cussing (Blue) (Rainbow Foil)","154","Common","Rosetta","ROS",,
787227,"Arcane Cussing (Blue) (Regular)","154","Common","Rosetta","ROS",,
810790,"Arcane Cussing (Red) (Extended Art Regular)","012","Common","Rosetta - Florian Blitz Deck","FLR",,
787224,"Arcane Cussing (Red) (Rainbow Foil)","152","Common","Rosetta","ROS",,
787223,"Arcane Cussing (Red) (Regular)","152","Common","Rosetta","ROS",,
810796,"Arcane Cussing (Yellow) (Extended Art Regular)","018","Common","Rosetta - Florian Blitz Deck","FLR",,
787226,"Arcane Cussing (Yellow) (Rainbow Foil)","153","Common","Rosetta","ROS",,
787225,"Arcane Cussing (Yellow) (Regular)","153","Common","Rosetta","ROS",,
760039,"Arcane Lantern (Cold Foil Golden)","146","Promo","FAB Promos","FAB",,
608027,"Arcane Lantern (Cold Foil)","155","Rare","Everfest - First","EVR-F",,
608026,"Arcane Lantern (Regular)","155","Rare","Everfest - First","EVR-F",,
700684,"Arcane Lantern (Regular)","475","Rare","History Pack 2 - Black Label","2HP-BL",,
800058,"Arcane Lantern (Regular)","108","Rare","Archive Pack - Rosetta","RAP",,
787659,"Arcane Polarity (Blue) (Rainbow Foil)","233","Common","Rosetta","ROS",,
787658,"Arcane Polarity (Blue) (Regular)","233","Common","Rosetta","ROS",,
787655,"Arcane Polarity (Red) (Rainbow Foil)","231","Common","Rosetta","ROS",,
787654,"Arcane Polarity (Red) (Regular)","231","Common","Rosetta","ROS",,
787657,"Arcane Polarity (Yellow) (Rainbow Foil)","232","Common","Rosetta","ROS",,
787656,"Arcane Polarity (Yellow) (Regular)","232","Common","Rosetta","ROS",,
790015,"Arcane Seeds // Life (Cold Foil)","350","Promo","LGS Promos","LGS",,
787699,"Arcane Seeds // Life (Rainbow Foil)","006","Rare","Rosetta","ROS",,
787698,"Arcane Seeds // Life (Regular)","006","Rare","Rosetta","ROS",,
810791,"Arcane Seeds // Life (Regular)","013","Rare","Rosetta - Florian Blitz Deck","FLR",,
787326,"Arcane Twining (Blue) (Rainbow Foil)","188","Common","Rosetta","ROS",,
787324,"Arcane Twining (Blue) (Regular)","188","Common","Rosetta","ROS",,
810855,"Arcane Twining (Blue) (Regular)","023","Common","Rosetta - Verdance Blitz Deck","VER",,
787320,"Arcane Twining (Red) (Rainbow Foil)","186","Common","Rosetta","ROS",,
787319,"Arcane Twining (Red) (Regular)","186","Common","Rosetta","ROS",,
810817,"Arcane Twining (Red) (Regular)","012","Common","Rosetta - Oscilio Blitz Deck","OSC",,
787323,"Arcane Twining (Yellow) (Rainbow Foil)","187","Common","Rosetta","ROS",,
787322,"Arcane Twining (Yellow) (Regular)","187","Common","Rosetta","ROS",,
603031,"Arcanic Crackle (Blue) (Normal)","MON237","Common","Monarch - First","MON-F",,
603620,"Arcanic Crackle (Blue) (Normal)","MON237","Common","Monarch - Unlimited","MON-U",,
603874,"Arcanic Crackle (Blue) (Normal)","027","Common","Monarch - Chane Blitz Deck","CHN",,
603032,"Arcanic Crackle (Blue) (Rainbow Foil)","MON237","Common","Monarch - First","MON-F",,
603621,"Arcanic Crackle (Blue) (Rainbow Foil)","MON237","Common","Monarch - Unlimited","MON-U",,
700553,"Arcanic Crackle (Blue) (Regular)","424","Common","History Pack 2 - Black Label","2HP-BL",,
707946,"Arcanic Crackle (Blue) (Regular)","020","Common","History Pack 1 - Viserai Blitz Deck","1HV",,
799987,"Arcanic Crackle (Blue) (Regular)","040","Common","Archive Pack - Rosetta","RAP",,
814022,"Arcanic Crackle (Blue) (Regular)","024","Common","Armory Deck: Aurora","AST",,
603027,"Arcanic Crackle (Red) (Normal)","MON235","Common","Monarch - First","MON-F",,
603616,"Arcanic Crackle (Red) (Normal)","MON235","Common","Monarch - Unlimited","MON-U",,
603028,"Arcanic Crackle (Red) (Rainbow Foil)","MON235","Common","Monarch - First","MON-F",,
603617,"Arcanic Crackle (Red) (Rainbow Foil)","MON235","Common","Monarch - Unlimited","MON-U",,
700550,"Arcanic Crackle (Red) (Regular)","422","Common","History Pack 2 - Black Label","2HP-BL",,
707934,"Arcanic Crackle (Red) (Regular)","008","Common","History Pack 1 - Viserai Blitz Deck","1HV",,
799986,"Arcanic Crackle (Red) (Regular)","039","Common","Archive Pack - Rosetta","RAP",,
814005,"Arcanic Crackle (Red) (Regular)","007","Common","Armory Deck: Aurora","AST",,
603029,"Arcanic Crackle (Yellow) (Normal)","MON236","Common","Monarch - First","MON-F",,
603618,"Arcanic Crackle (Yellow) (Normal)","MON236","Common","Monarch - Unlimited","MON-U",,
603030,"Arcanic Crackle (Yellow) (Rainbow Foil)","MON236","Common","Monarch - First","MON-F",,
603619,"Arcanic Crackle (Yellow) (Rainbow Foil)","MON236","Common","Monarch - Unlimited","MON-U",,
700551,"Arcanic Crackle (Yellow) (Regular)","423","Common","History Pack 2 - Black Label","2HP-BL",,
